id_penjualan,id_invoice,id_customer,id_barang,tanggal,month,id_distributor,customer,cabang_sales,group,nama_barang,brand,harga,jumlah_barang,total_harga
IN6250-BRG0002,IN6250,CUST55587,BRG0002,2022-03-17,3,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,12,1344000
IN6251-BRG0005,IN6251,CUST55387,BRG0005,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,5,235000
IN6251-BRG0001,IN6251,CUST55387,BRG0001,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,2,192000
IN6251-BRG0008,IN6251,CUST55387,BRG0008,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,1,9800
IN6251-BRG0004,IN6251,CUST55387,BRG0004,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,5,122500
IN6251-BRG0007,IN6251,CUST55387,BRG0007,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,12,776400
IN6251-BRG0003,IN6251,CUST55387,BRG0003,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,12,204000
IN6251-BRG0009,IN6251,CUST55387,BRG0009,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,AMBROXOL HC,VNS,31000,12,372000
IN6251-BRG0008,IN6251,CUST55387,BRG0008,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,5,49000
IN6251-BRG0002,IN6251,CUST55387,BRG0002,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,2,224000
IN6251-BRG0006,IN6251,CUST55387,BRG0006,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,5,195000
IN6252-BRG0004,IN6252,CUST55649,BRG0004,2022-05-18,5,TD,KLINIK DR. ANDRI,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,VNS,24500,67,1641500
IN6253-BRG0002,IN6253,CUST55431,BRG0002,2022-01-28,1,EPM,APOTEK SAHABAT,Padang,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,34,3808000
IN6254-BRG0005,IN6254,CUST55544,BRG0005,2022-02-02,2,TD,KLINIK DR. ANDRI,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,12,564000
IN6255-BRG0007,IN6255,CUST55446,BRG0007,2022-01-31,1,EPM,APOTEK SAHABAT,Padang,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,22,1423400
IN6256-BRG0004,IN6256,CUST55463,BRG0004,2022-01-30,1,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,12,294000
IN6257-BRG0006,IN6257,CUST55615,BRG0006,2022-04-14,4,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,5,195000
IN6258-BRG0005,IN6258,CUST55484,BRG0005,2022-01-27,1,TD,KLINIK DR. ANDRI,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,1,47000
IN6259-BRG0002,IN6259,CUST55405,BRG0002,2022-02-01,2,TA,APOTEK MERDEKA,Bandung,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,25,2800000
IN6259-BRG0003,IN6259,CUST55405,BRG0003,2022-02-01,2,TA,APOTEK MERDEKA,Bandung,Apotek,AMPICILLIN,MARCKS,17000,14,238000
IN6259-BRG0006,IN6259,CUST55405,BRG0006,2022-02-01,2,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,19,741000
IN6259-BRG0004,IN6259,CUST55405,BRG0004,2022-02-01,2,TA,APOTEK MERDEKA,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,18,441000
IN6259-BRG0005,IN6259,CUST55405,BRG0005,2022-02-01,2,TA,APOTEK MERDEKA,Bandung,Apotek,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,18,846000
IN6260-BRG0005,IN6260,CUST55564,BRG0005,2022-02-22,2,TD,KLINIK SAHABAT,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,10,470000
IN6261-BRG0008,IN6261,CUST55547,BRG0008,2022-02-05,2,TA,KLINIK GM,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,24,235200
IN6262-BRG0010,IN6262,CUST55419,BRG0010,2022-01-28,1,TA,KLINIK GM,Jakarta,Klinik,PARACETAMOL,SLCYL,21000,67,1407000
IN6263-BRG0003,IN6263,CUST55452,BRG0003,2022-01-31,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,AMPICILLIN,MARCKS,17000,130,2210000
IN6264-BRG0001,IN6264,CUST55690,BRG0001,2022-06-14,6,TA,APOTEK MERDEKA,Bandung,Apotek,ACYCLOVIR DUS,OGB & PH,96000,15,1440000
IN6265-BRG0009,IN6265,CUST55698,BRG0009,2022-04-30,4,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,25,775000
IN6266-BRG0002,IN6266,CUST55531,BRG0002,2022-02-01,2,TA,APOTEK MAJA,Kuningan,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,34,3808000
IN6267-BRG0010,IN6267,CUST55459,BRG0010,2022-02-01,2,TD,KLINIK SAHABAT,Tangerang,Klinik,PARACETAMOL,SLCYL,21000,8,168000
IN6268-BRG0003,IN6268,CUST55692,BRG0003,2022-06-16,6,TA,APOTEK SINAR JAYA,Bekasi,Apotek,AMPICILLIN,MARCKS,17000,25,425000
IN6269-BRG0004,IN6269,CUST55453,BRG0004,2022-02-01,2,EPM,APOTEK SAHABAT,Padang,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,12,294000
IN6270-BRG0007,IN6270,CUST55696,BRG0007,2022-05-03,5,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,19,1229300
IN6271-BRG0005,IN6271,CUST55604,BRG0005,2022-04-03,4,TD,KLINIK DR. ANDRI,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,22,1034000
IN6272-BRG0001,IN6272,CUST55650,BRG0001,2022-05-19,5,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,98,9408000
IN6273-BRG0005,IN6273,CUST55634,BRG0005,2022-05-03,5,TD,KLINIK DR. ANDRI,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,79,3713000
IN6274-BRG0004,IN6274,CUST55423,BRG0004,2022-02-01,2,EPM,APOTEK SAHABAT,Padang,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,8,196000
IN6275-BRG0009,IN6275,CUST55568,BRG0009,2022-02-26,2,TA,APOTEK MAJA,Kuningan,Apotek,AMBROXOL HC,VNS,31000,67,2077000
IN6276-BRG0002,IN6276,CUST55481,BRG0002,2022-01-30,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ALERGINE TABLET SALUT,ETIKAL,112000,1,112000
IN6277-BRG0010,IN6277,CUST55629,BRG0010,2022-04-28,4,TA,KLINIK GM,Jakarta,Klinik,PARACETAMOL,SLCYL,21000,34,714000
IN6278-BRG0004,IN6278,CUST55499,BRG0004,2022-01-30,1,TD,KLINIK DR. ANDRI,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,VNS,24500,14,343000
IN6279-BRG0004,IN6279,CUST55529,BRG0004,2022-01-30,1,TD,KLINIK DR. ANDRI,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,VNS,24500,20,490000
IN6280-BRG0005,IN6280,CUST55384,BRG0005,2022-01-23,1,TD,KLINIK SAHABAT,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,1,47000
IN6280-BRG0009,IN6280,CUST55384,BRG0009,2022-01-23,1,TD,KLINIK SAHABAT,Tangerang,Klinik,AMBROXOL HC,VNS,31000,10,310000
IN6280-BRG0002,IN6280,CUST55384,BRG0002,2022-01-23,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ALERGINE TABLET SALUT,ETIKAL,112000,3,336000
IN6280-BRG0007,IN6280,CUST55384,BRG0007,2022-01-23,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ERGOTAMINE COFFEINE,ETIKAL,64700,10,647000
IN6280-BRG0001,IN6280,CUST55384,BRG0001,2022-01-23,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ACYCLOVIR DUS,OGB & PH,96000,2,192000
IN6280-BRG0010,IN6280,CUST55384,BRG0010,2022-01-23,1,TD,KLINIK SAHABAT,Tangerang,Klinik,PARACETAMOL,SLCYL,21000,10,210000
IN6280-BRG0005,IN6280,CUST55384,BRG0005,2022-01-23,1,TD,KLINIK SAHABAT,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,5,235000
IN6280-BRG0006,IN6280,CUST55384,BRG0006,2022-01-23,1,TD,KLINIK SAHABAT,Tangerang,Klinik,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,25,975000
IN6281-BRG0006,IN6281,CUST55415,BRG0006,2022-01-30,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,10,390000
IN6282-BRG0004,IN6282,CUST55673,BRG0004,2022-05-28,5,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,9,220500
IN6283-BRG0005,IN6283,CUST55664,BRG0005,2022-05-19,5,TD,KLINIK DR. ANDRI,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,10,470000
IN6284-BRG0001,IN6284,CUST55540,BRG0001,2022-01-23,1,TA,APOTEK MERDEKA,Bandung,Apotek,ACYCLOVIR DUS,OGB & PH,96000,76,7296000
IN6285-BRG0001,IN6285,CUST55646,BRG0001,2022-05-15,5,TD,KLINIK SAHABAT,Tangerang,Klinik,ACYCLOVIR DUS,OGB & PH,96000,130,12480000
IN6286-BRG0003,IN6286,CUST55468,BRG0003,2022-01-23,1,EPM,APOTEK SAHABAT,Padang,Apotek,AMPICILLIN,MARCKS,17000,120,2040000
IN6287-BRG0006,IN6287,CUST55391,BRG0006,2022-01-30,1,TD,KLINIK SAHABAT,Tangerang,Klinik,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,20,780000
IN6287-BRG0010,IN6287,CUST55391,BRG0010,2022-01-30,1,TD,KLINIK SAHABAT,Tangerang,Klinik,PARACETAMOL,SLCYL,21000,16,336000
IN6287-BRG0002,IN6287,CUST55391,BRG0002,2022-01-30,1,TD,KLINIK SAHABAT,Tangerang,Klinik,ALERGINE TABLET SALUT,ETIKAL,112000,17,1904000
IN6288-BRG0003,IN6288,CUST55682,BRG0003,2022-06-06,6,TA,KLINIK GM,Jakarta,Klinik,AMPICILLIN,MARCKS,17000,17,289000
IN6289-BRG0003,IN6289,CUST55492,BRG0003,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,25,425000
IN6290-BRG0003,IN6290,CUST55592,BRG0003,2022-03-22,3,TA,KLINIK GM,Jakarta,Klinik,AMPICILLIN,MARCKS,17000,67,1139000
IN6291-BRG0010,IN6291,CUST55489,BRG0010,2022-02-01,2,TD,KLINIK SAHABAT,Tangerang,Klinik,PARACETAMOL,SLCYL,21000,11,231000
IN6292-BRG0002,IN6292,CUST55467,BRG0002,2022-01-28,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,10,1120000
IN6293-BRG0010,IN6293,CUST55519,BRG0010,2022-02-01,2,TD,KLINIK SAHABAT,Tangerang,Klinik,PARACETAMOL,SLCYL,21000,4,84000
IN6294-BRG0002,IN6294,CUST55711,BRG0002,2022-05-03,5,TA,APOTEK MAJA,Kuningan,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,98,10976000
IN6295-BRG0004,IN6295,CUST55653,BRG0004,2022-05-22,5,TA,APOTEK MERDEKA,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,8,196000
IN6296-BRG0006,IN6296,CUST55685,BRG0006,2022-06-09,6,TA,APOTEK SINAR JAYA,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,12,468000
IN6297-BRG0008,IN6297,CUST55381,BRG0008,2022-01-20,1,TA,APOTEK MAJA,Kuningan,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,30,294000
IN6297-BRG0005,IN6297,CUST55381,BRG0005,2022-01-20,1,TA,APOTEK MAJA,Kuningan,Apotek,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,15,705000
IN6297-BRG0007,IN6297,CUST55381,BRG0007,2022-01-20,1,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,12,776400
IN6297-BRG0002,IN6297,CUST55381,BRG0002,2022-01-20,1,TA,APOTEK MAJA,Kuningan,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,5,560000
IN6298-BRG0003,IN6298,CUST55652,BRG0003,2022-05-21,5,TA,KLINIK GM,Jakarta,Klinik,AMPICILLIN,MARCKS,17000,4,68000
IN6299-BRG0005,IN6299,CUST55514,BRG0005,2022-01-27,1,TD,KLINIK DR. ANDRI,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,12,564000
IN6300-BRG0008,IN6300,CUST55507,BRG0008,2022-02-01,2,EPM,APOTEK TAPAK,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,22,215600
IN6301-BRG0009,IN6301,CUST55393,BRG0009,2022-02-01,2,EPM,APOTEK SAHABAT,Padang,Apotek,AMBROXOL HC,VNS,31000,10,310000
IN6301-BRG0004,IN6301,CUST55393,BRG0004,2022-02-01,2,EPM,APOTEK SAHABAT,Padang,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,12,294000
IN6301-BRG0008,IN6301,CUST55393,BRG0008,2022-02-01,2,EPM,APOTEK SAHABAT,Padang,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,24,235200
IN6301-BRG0006,IN6301,CUST55393,BRG0006,2022-02-01,2,EPM,APOTEK SAHABAT,Padang,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,12,468000
IN6302-BRG0006,IN6302,CUST55565,BRG0006,2022-02-23,2,TA,APOTEK SINAR JAYA,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,120,4680000
IN6303-BRG0010,IN6303,CUST55539,BRG0010,2022-01-28,1,TA,KLINIK GM,Jakarta,Klinik,PARACETAMOL,SLCYL,21000,95,1995000
IN6304-BRG0009,IN6304,CUST55728,BRG0009,2022-04-30,4,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,44,1364000
IN6305-BRG0004,IN6305,CUST55493,BRG0004,2022-01-30,1,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,14,343000
IN6306-BRG0004,IN6306,CUST55430,BRG0004,2022-01-27,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,45,1102500
IN6306-BRG0001,IN6306,CUST55430,BRG0001,2022-01-27,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ACYCLOVIR DUS,OGB & PH,96000,45,4320000
IN6306-BRG0005,IN6306,CUST55430,BRG0005,2022-01-27,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,34,1598000
IN6307-BRG0007,IN6307,CUST55396,BRG0007,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,22,1423400
IN6307-BRG0001,IN6307,CUST55396,BRG0001,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,ACYCLOVIR DUS,OGB & PH,96000,4,384000
IN6307-BRG0005,IN6307,CUST55396,BRG0005,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,SLCYL,47000,14,658000
IN6307-BRG0003,IN6307,CUST55396,BRG0003,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,AMPICILLIN,MARCKS,17000,24,408000
IN6307-BRG0002,IN6307,CUST55396,BRG0002,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,4,448000
IN6307-BRG0007,IN6307,CUST55396,BRG0007,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,14,905800
IN6307-BRG0004,IN6307,CUST55396,BRG0004,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,12,294000
IN6307-BRG0006,IN6307,CUST55396,BRG0006,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,15,585000
IN6308-BRG0001,IN6308,CUST55397,BRG0001,2022-01-23,1,TA,KLINIK GM,Jakarta,Klinik,ACYCLOVIR DUS,OGB & PH,96000,8,768000
IN6308-BRG0006,IN6308,CUST55397,BRG0006,2022-01-23,1,TA,KLINIK GM,Jakarta,Klinik,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,10,390000
IN6308-BRG0007,IN6308,CUST55516,BRG0007,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,67,4334900
IN6309-BRG0008,IN6309,CUST55627,BRG0008,2022-04-26,4,EPM,APOTEK TAPAK,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,MARCKS,9800,45,441000
IN6310-BRG0004,IN6310,CUST55693,BRG0004,2022-04-30,4,EPM,APOTEK SAHABAT,Padang,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,14,343000
IN6311-BRG0007,IN6311,CUST55426,BRG0007,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,7,452900
IN6312-BRG0006,IN6312,CUST55725,BRG0006,2022-05-02,5,EPM,APOTEK TAPAK,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,34,1326000
IN6313-BRG0001,IN6313,CUST55660,BRG0001,2022-04-20,4,TA,APOTEK MERDEKA,Bandung,Apotek,ACYCLOVIR DUS,OGB & PH,96000,24,2304000
IN6314-BRG0002,IN6314,CUST55527,BRG0002,2022-01-28,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,45,5040000
IN6315-BRG0004,IN6315,CUST55643,BRG0004,2022-04-21,4,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,14,343000
IN6316-BRG0003,IN6316,CUST55662,BRG0003,2022-04-19,4,TA,APOTEK SINAR JAYA,Bekasi,Apotek,AMPICILLIN,MARCKS,17000,120,2040000
IN6317-BRG0003,IN6317,CUST55522,BRG0003,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,10,170000
IN6318-BRG0003,IN6318,CUST55462,BRG0003,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,22,374000
IN6319-BRG0004,IN6319,CUST55553,BRG0004,2022-02-11,2,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,98,2401000
IN6320-BRG0006,IN6320,CUST55495,BRG0006,2022-02-01,2,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,67,2613000
IN6321-BRG0001,IN6321,CUST55410,BRG0001,2022-01-31,1,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,22,2112000
IN6322-BRG0009,IN6322,CUST55488,BRG0009,2022-01-31,1,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,17,527000
IN6323-BRG0004,IN6323,CUST55439,BRG0004,2022-01-30,1,TD,KLINIK DR. ANDRI,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,VNS,24500,6,147000
IN6324-BRG0007,IN6324,CUST55686,BRG0007,2022-06-10,6,EPM,APOTEK SAHABAT,Padang,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,25,1617500
IN6325-BRG0002,IN6325,CUST55521,BRG0002,2022-01-28,1,EPM,APOTEK SAHABAT,Padang,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,9,1008000
IN6326-BRG0009,IN6326,CUST55458,BRG0009,2022-01-31,1,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,4,124000
IN6327-BRG0009,IN6327,CUST55448,BRG0009,2022-01-27,1,TA,APOTEK MAJA,Kuningan,Apotek,AMBROXOL HC,VNS,31000,25,775000
